Channel1,Channel2,Auto Threshold B,Pearson's Coefficient,Thresholded M1,Thresholded M2,Prot1,Prot2,Sample,Rep,Area A,Area B
C2-REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.923,0.876,0.829,CLCN3,TMEM9,well3,3,264.354,246.888
C2-REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.86,0.763,0.874,CLCN3,TMEM9,well3,3,99.554,111.616
C2-REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.883,0.833,0.561,CLCN3,TMEM9,well3,3,138.918,77.478
C2-REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.959,0.902,0.951,CLCN3,TMEM9,well3,3,152.713,167.994
C2-REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.779,0.938,0.396,CLCN3,TMEM9,well3,3,165.544,50.713
C2-REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.963,0.972,0.646,CLCN3,TMEM9,well3,3,121.65,69.37
C2-REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-_REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-.nd2 (series 1)_MIP.tif T1,C3-REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-_REP3-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.955,0.952,0.88,CLCN3,TMEM9,well3,3,208.043,180.691
C2-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,C3-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.936,0.791,0.839,TMEM9,CLCN3,well3,2,73.359,68.166
C2-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002.nd2 (series 1)_MIP.tif T1,C3-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.917,0.938,0.665,TMEM9,CLCN3,well3,2,97.767,153.034
C2-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003.nd2 (series 1)_MIP.tif T1,C3-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.907,0.805,0.974,TMEM9,CLCN3,well3,2,342.229,258.785
C2-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004.nd2 (series 1)_MIP.tif T1,C3-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.917,0.78,0.977,TMEM9,CLCN3,well3,2,210.777,153.672
C2-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005.nd2 (series 1)_MIP.tif T1,C3-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.956,0.573,0.981,TMEM9,CLCN3,well3,2,130.396,64.089
C2-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006.nd2 (series 1)_MIP.tif T1,C3-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.898,0.844,0.878,TMEM9,CLCN3,well3,2,127.299,119.829
C2-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-.nd2 (series 1)_MIP.tif T1,C3-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.92,0.799,0.888,TMEM9,CLCN3,well3,2,222.881,197.781
C2-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,C3-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.973,0.941,0.95,TMEM9,CLCN3,well3,2,214.723,212.006
C2-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,C3-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.784,1.53E-04,0.007,TMEM9,CLCN3,well3,2,101.966,0.917
C2-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,C3-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.891,0.584,0.82,TMEM9,CLCN3,well3,2,45.03,29.592
C2-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,C3-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.975,0.891,0.964,TMEM9,CLCN3,well3,2,169.684,149.223
C2-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,C3-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.943,0.83,0.949,TMEM9,CLCN3,well3,2,171.151,138.783
C2-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,C3-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.919,0.908,0.623,TMEM9,CLCN3,well3,2,135.732,214.381
C2-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-.nd2 (series 1)_MIP.tif T1,C3-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.941,0.92,0.871,TMEM9,CLCN3,well3,2,201.917,219.873
C2-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,C4-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.406,0.064,0.883,TMEM9,EEA1,well3,2,73.359,4.39
C2-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002.nd2 (series 1)_MIP.tif T1,C4-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.289,0.003,0.057,TMEM9,EEA1,well3,2,97.767,3.228
C2-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003.nd2 (series 1)_MIP.tif T1,C4-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.374,0.033,0.459,TMEM9,EEA1,well3,2,342.229,16.055
C2-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004.nd2 (series 1)_MIP.tif T1,C4-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.278,0.057,0.551,TMEM9,EEA1,well3,2,210.777,14.006
C2-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005.nd2 (series 1)_MIP.tif T1,C4-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.565,0.046,0.955,TMEM9,EEA1,well3,2,130.396,5.095
C2-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006.nd2 (series 1)_MIP.tif T1,C4-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.557,0.036,0.937,TMEM9,EEA1,well3,2,127.299,3.503
C2-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-.nd2 (series 1)_MIP.tif T1,C4-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.149,0.002,0.046,TMEM9,EEA1,well3,2,222.881,5.708
C2-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,C4-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.421,0.201,0.211,TMEM9,LAMP1,well3,2,214.723,181.214
C2-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,C4-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.409,3.24E-05,0.001,TMEM9,LAMP1,well3,2,101.966,2.37
C2-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,C4-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.501,0.023,0.181,TMEM9,LAMP1,well3,2,45.03,5.847
C2-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,C4-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.644,0.542,0.403,TMEM9,LAMP1,well3,2,169.684,231.94
C2-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,C4-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.305,1.89E-04,0.013,TMEM9,LAMP1,well3,2,171.151,3.059
C2-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,C4-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.648,0.299,0.226,TMEM9,LAMP1,well3,2,135.732,183.872
C2-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-.nd2 (series 1)_MIP.tif T1,C4-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.255,0.007,0.214,TMEM9,LAMP1,well3,2,201.917,4.521
C3-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,C4-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.447,0.08,0.91,CLCN3,EEA1,well3,2,68.166,4.39
C3-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002.nd2 (series 1)_MIP.tif T1,C4-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.306,0.003,0.057,CLCN3,EEA1,well3,2,153.034,3.228
C3-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003.nd2 (series 1)_MIP.tif T1,C4-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-003.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.468,0.046,0.459,CLCN3,EEA1,well3,2,258.785,16.055
C3-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004.nd2 (series 1)_MIP.tif T1,C4-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-004.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.378,0.087,0.551,CLCN3,EEA1,well3,2,153.672,14.006
C3-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005.nd2 (series 1)_MIP.tif T1,C4-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.594,0.072,0.812,CLCN3,EEA1,well3,2,64.089,5.095
C3-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006.nd2 (series 1)_MIP.tif T1,C4-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-006.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.566,0.039,0.937,CLCN3,EEA1,well3,2,119.829,3.503
C3-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-.nd2 (series 1)_MIP.tif T1,C4-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.204,0.003,0.046,CLCN3,EEA1,well3,2,197.781,5.708
C3-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,C4-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.413,0.215,0.223,CLCN3,LAMP1,well3,2,212.006,181.214
C3-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,C4-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-002.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.38,0,0,CLCN3,LAMP1,well3,2,0.917,2.37
C3-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,C4-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-003.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.481,0.032,0.16,CLCN3,LAMP1,well3,2,29.592,5.847
C3-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,C4-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-004.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.67,0.591,0.39,CLCN3,LAMP1,well3,2,149.223,231.94
C3-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,C4-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-005.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.293,1.13E-04,0.006,CLCN3,LAMP1,well3,2,138.783,3.059
C3-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,C4-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-006.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.648,0.292,0.353,CLCN3,LAMP1,well3,2,214.381,183.872
C3-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-.nd2 (series 1)_MIP.tif T1,C4-REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-_REP2-well3-fixed-CLCN3-mCh(561)-TMEM9-GFP(488)-LAMP1(640)-.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.26,0.008,0.255,CLCN3,LAMP1,well3,2,219.873,4.521
C2-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,C3-REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001_REP2-fixed-well3-CLCN3-mCh(561)-TMEM9-GFP(488)-EEA1(640)-001.nd2 (series 1)_MIP.tif T1,MaxEntropy,0.936,0.839,0.791,CLCN3,TMEM9,well3,2,73.359,68.166
